149	26	0.223
149	28	0.286
150	2	0.062
150	6	0.063
150	7	0.025
150	13	0.173
150	17	0.080
150	26	0.552
150	27	0.043
151	0	0.328
151	2	0.086
151	12	0.013
151	20	0.246
151	27	0.325
152	8	0.201
152	12	0.028
152	27	0.769
153	22	0.283
153	26	0.117
153	27	0.595
154	0	0.055
154	19	0.141
154	22	0.419
154	24	0.380
155	13	0.008
155	22	0.082
155	26	0.127
155	27	0.548
155	29	0.231
156	0	0.103
156	2	0.172
156	19	0.173
156	24	0.506
156	25	0.044
157	1	0.014
157	20	0.149
157	27	0.836
158	1	0.021
158	3	0.050
158	6	0.044
158	14	0.095
158	15	0.047
158	24	0.394
158	25	0.083
158	27	0.261
159	4	0.010
159	7	0.032
159	10	0.527
159	20	0.186
159	21	0.111
159	22	0.076
159	25	0.028
159	26	0.028
160	7	0.106
160	20	0.026
160	21	0.150
160	22	0.141
160	24	0.420
160	26	0.128
160	27	0.020
161	6	0.372
161	7	0.063
161	11	0.197
161	21	0.082
161	26	0.280
162	1	0.762
162	25	0.176
162	28	0.057
163	0	0.014
163	6	0.729
163	7	0.015
163	13	0.170
163	14	0.062
163	28	0.008
164	2	0.093
164	8	0.007
164	9	0.178
164	12	0.051
164	17	0.048
164	21	0.084
164	23	0.463
164	25	0.015
164	27	0.060
165	14	0.058
165	21	0.127
165	24	0.579
165	25	0.229
166	2	0.155
166	9	0.581
166	16	0.040
166	18	0.030
166	22	0.191
167	0	0.012
167	1	0.177
167	3	0.193
167	4	0.283
167	9	0.102
167	10	0.011
167	25	0.070
167	26	0.132
167	29	0.018
168	2	0.070
168	7	0.056
168	11	0.068
168	16	0.084
168	19	0.126
168	20	0.088
168	24	0.090
168	25	0.381
168	26	0.034
169	21	0.815
169	28	0.154
170	14	0.997
171	2	0.102
171	11	0.111
171	12	0.230
171	16	0.030
171	18	0.067
171	27	0.455
172	4	0.069
172	5	0.167
172	6	0.254
172	13	0.330
172	14	0.049
172	20	0.006
172	27	0.051
172	28	0.073
173	0	0.125
173	14	0.285
173	25	0.324
173	27	0.261
174	1	0.023
174	6	0.435
174	11	0.271
174	13	0.265
175	2	0.341
175	19	0.206
175	22	0.086
175	24	0.154
175	25	0.199
175	26	0.010
176	1	0.176
176	8	0.070
176	18	0.113
176	27	0.624
177	18	0.058
177	22	0.446
177	24	0.490
178	2	0.093
178	4	0.021
178	8	0.084
178	12	0.074
178	13	0.553
178	19	0.067
178	23	0.019
178	24	0.081
178	28	0.006
179	0	0.013
179	4	0.012
179	12	0.222
179	23	0.072
179	25	0.318
179	27	0.360
180	2	0.042
180	5	0.188
180	6	0.120
180	11	0.195
180	12	0.078
180	14	0.028
180	24	0.163
180	25	0.181
181	5	0.375
181	11	0.016
181	19	0.127
181	20	0.020
181	25	0.460
182	0	0.084
182	2	0.448
182	9	0.070
182	22	0.017
182	28	0.379
183	6	0.579
183	11	0.413
184	2	0.056
184	5	0.575
184	8	0.072
184	15	0.016
184	19	0.227
184	21	0.052
185	0	0.024
185	2	0.077
185	6	0.346
185	7	0.341
185	11	0.013
185	13	0.038
185	16	0.025
185	21	0.043
185	26	0.054
185	27	0.037
186	2	0.253
186	9	0.312
186	18	0.023
186	21	0.403
187	9	0.100
187	18	0.063
187	21	0.323
187	22	0.487
187	28	0.025
188	2	0.102
188	11	0.090
188	12	0.245
188	16	0.025
188	18	0.064
188	27	0.469
189	2	0.086
189	5	0.027
189	6	0.009
189	11	0.024
189	12	0.043
189	19	0.464
189	20	0.126
189	23	0.132
189	24	0.040
189	25	0.032
189	27	0.017
190	2	0.160
190	21	0.054
190	22	0.474
190	24	0.087
190	25	0.219
191	13	0.049
191	18	0.835
191	20	0.101
192	0	0.024
192	2	0.194
192	8	0.011
192	18	0.124
192	20	0.532
192	22	0.073
192	24	0.041
193	1	0.011
193	2	0.221
193	19	0.058
193	20	0.180
193	21	0.305
193	24	0.220
194	12	0.370
194	13	0.626
195	7	0.139
195	13	0.178
195	16	0.119
195	23	0.257
195	26	0.092
195	27	0.212
196	12	0.177
196	14	0.432
196	27	0.390
197	2	0.099
197	7	0.137
197	9	0.275
197	12	0.286
197	21	0.201
198	20	0.362
198	22	0.053
198	24	0.359
198	27	0.072
198	29	0.146
199	12	0.035
199	15	0.011
199	21	0.286
199	24	0.351
199	28	0.313
200	1	0.208
200	2	0.175
200	5	0.210
200	19	0.025
200	22	0.095
200	24	0.052
200	25	0.211
200	27	0.022
201	8	0.753
201	19	0.096
201	27	0.134
202	18	0.989
203	4	0.134
203	6	0.125
203	12	0.217
203	13	0.065
203	19	0.316
203	27	0.140
204	20	0.119
204	21	0.048
204	24	0.735
204	28	0.094
205	2	0.260
205	3	0.331
205	13	0.048
205	19	0.090
205	24	0.009
205	25	0.261
206	2	0.044
206	12	0.101
206	15	0.031
206	21	0.063
206	22	0.021
206	24	0.377
206	27	0.359
207	2	0.081
207	8	0.172
207	11	0.037
207	19	0.398
207	23	0.198
207	25	0.108
208	2	0.036
208	7	0.056
208	11	0.076
208	18	0.210
208	19	0.292
208	20	0.093
208	24	0.232
209	2	0.106
209	19	0.093
209	27	0.703
209	28	0.096
210	12	0.403
210	13	0.038
210	19	0.481
210	25	0.006
210	28	0.069
211	0	0.029
211	8	0.158
211	14	0.024
211	18	0.075
211	19	0.438
211	22	0.117
211	23	0.081
211	25	0.074
212	0	0.075
212	4	0.012
212	8	0.457
212	11	0.111
212	12	0.152
212	15	0.006
212	23	0.064
212	27	0.038
212	29	0.083
213	0	0.035
213	5	0.227
213	12	0.010
213	19	0.318
213	25	0.332
213	27	0.076
214	6	0.168
214	11	0.040
214	12	0.122
214	13	0.115
214	19	0.041
214	24	0.233
214	25	0.270
214	28	0.010
215	1	0.085
215	7	0.296
215	18	0.074
215	21	0.103
215	23	0.072
215	24	0.127
215	27	0.234
216	2	0.066
216	3	0.208
216	5	0.085
216	9	0.359
216	17	0.053
216	22	0.032
216	25	0.105
216	28	0.088
217	3	0.200
217	11	0.220
217	12	0.282
217	20	0.141
217	27	0.151
218	16	0.998
219	2	0.174
219	19	0.822
220	4	0.061
220	6	0.189
220	7	0.017
220	22	0.079
220	23	0.058
220	25	0.593
221	0	0.034
221	2	0.187
221	7	0.767
221	24	0.008
222	0	0.029
222	2	0.199
222	7	0.766
223	2	0.198
223	7	0.427
223	11	0.109
223	18	0.179
223	24	0.085
224	1	0.582
224	26	0.415
225	2	0.762
225	11	0.152
225	19	0.067
225	24	0.016
226	2	0.111
226	5	0.093
226	6	0.152
226	9	0.110
226	17	0.010
226	22	0.046
226	28	0.477
227	9	0.302
227	22	0.497
227	27	0.195
228	1	0.151
228	2	0.372
228	8	0.010
228	14	0.101
228	19	0.222
228	22	0.120
228	27	0.022
229	1	0.065
229	2	0.055
229	7	0.012
229	24	0.060
229	25	0.765
229	27	0.041
230	2	0.008
230	6	0.150
230	10	0.129
230	12	0.162
230	24	0.077
230	25	0.473
231	11	0.170
231	25	0.756
231	29	0.071
232	17	0.672
232	18	0.325
233	6	0.074
233	11	0.158
233	13	0.096
233	24	0.079
233	25	0.589
234	6	0.493
234	12	0.046
234	27	0.393
234	28	0.066
235	2	0.033
235	12	0.045
235	24	0.067
235	27	0.853
236	4	0.527
236	23	0.095
236	24	0.268
236	27	0.106
237	10	0.108
237	20	0.258
237	21	0.387
237	27	0.245
238	0	0.048
238	4	0.265
238	6	0.021
238	13	0.074
238	16	0.034
238	18	0.276
238	27	0.209
238	28	0.071
239	2	0.483
239	8	0.055
239	21	0.223
239	22	0.219
239	23	0.019
240	11	0.079
240	17	0.024
240	19	0.109
240	21	0.784
241	2	0.380
241	8	0.026
241	19	0.073
241	20	0.074
241	21	0.445
242	6	0.109
242	19	0.170
242	20	0.095
242	24	0.509
242	27	0.113
243	2	0.645
243	8	0.039
243	9	0.012
243	19	0.113
243	21	0.047
243	22	0.005
243	25	0.138
244	1	0.214
244	9	0.252
244	17	0.174
244	23	0.131
244	26	0.221
245	11	0.560
245	14	0.078
245	19	0.239
245	24	0.120
246	0	0.106
246	2	0.214
246	3	0.015
246	4	0.160
246	7	0.062
246	13	0.005
246	16	0.006
246	19	0.391
246	23	0.038
247	2	0.304
247	7	0.151
247	11	0.419
247	25	0.119
248	0	0.092
248	1	0.144
248	9	0.029
248	21	0.603
248	23	0.028
248	28	0.102
249	4	0.026
249	6	0.185
249	11	0.268
249	14	0.470
249	25	0.046
250	1	0.177
250	9	0.053
250	22	0.207
250	24	0.250
250	25	0.303
251	9	0.425
251	14	0.088
251	21	0.383
251	22	0.040
251	25	0.058
252	7	0.498
252	15	0.270
252	18	0.050
252	22	0.177
253	6	0.521
253	11	0.048
253	12	0.030
253	19	0.022
253	27	0.374
254	21	0.575
254	24	0.226
254	28	0.172
254	29	0.021
255	14	0.013
255	19	0.784
255	24	0.166
255	26	0.033
256	2	0.033
256	12	0.070
256	24	0.058
256	27	0.836
257	2	0.484
257	22	0.154
257	27	0.358
258	11	0.584
258	16	0.012
258	19	0.395
259	0	0.023
259	6	0.250
259	12	0.108
259	27	0.616
260	4	0.652
260	13	0.058
260	24	0.286
261	0	0.019
261	1	0.234
261	2	0.009
261	7	0.123
261	8	0.265
261	23	0.073
261	24	0.032
261	26	0.098
261	27	0.146
262	4	0.172
262	10	0.023
262	22	0.105
262	27	0.696
263	2	0.278
263	9	0.020
263	14	0.007
263	21	0.494
263	24	0.199
264	23	0.253
264	27	0.743
265	0	0.040
265	2	0.058
265	12	0.069
265	24	0.389
265	25	0.441
266	12	0.022
266	14	0.719
266	18	0.121
266	25	0.132
267	2	0.057
267	19	0.592
267	24	0.346
268	9	0.169
268	21	0.682
268	28	0.146
269	18	0.020
269	21	0.417
269	22	0.346
269	23	0.067
269	24	0.146
270	5	0.299
270	18	0.339
270	20	0.138
270	21	0.219
271	9	0.054
271	10	0.253
271	16	0.054
271	22	0.229
271	26	0.305
271	27	0.103
272	0	0.026
272	21	0.026
272	22	0.278
272	24	0.236
272	27	0.431
273	2	0.589
273	18	0.024
273	25	0.134
273	27	0.252
274	0	0.072
274	2	0.033
274	13	0.013
274	19	0.038
274	20	0.170
274	24	0.505
274	27	0.167
275	3	0.710
275	20	0.118
275	25	0.167
276	8	0.459
276	12	0.057
276	22	0.358
276	24	0.123
277	2	0.026
277	8	0.292
277	18	0.246
277	21	0.211
277	22	0.014
277	24	0.208
278	2	0.164
278	7	0.508
278	8	0.157
278	11	0.029
278	19	0.049
278	25	0.091
279	2	0.218
279	20	0.026
279	24	0.050
279	26	0.012
279	27	0.693
280	7	0.179
280	12	0.037
280	19	0.112
280	22	0.266
280	24	0.081
280	27	0.272
280	28	0.051
281	0	0.042
281	2	0.265
281	5	0.005
281	8	0.246
281	19	0.182
281	20	0.022
281	23	0.011
281	25	0.157
281	27	0.069
282	13	0.584
282	16	0.015
282	22	0.036
282	26	0.361
283	1	0.092
283	2	0.101
283	22	0.352
283	25	0.237
283	26	0.214
284	21	0.881
284	24	0.115
285	1	0.069
285	3	0.042
285	14	0.012
285	24	0.875
286	1	0.033
286	2	0.194
286	3	0.154
286	7	0.029
286	15	0.030
286	19	0.064
286	24	0.014
286	27	0.481
287	2	0.327
287	4	0.073
287	17	0.115
287	21	0.085
287	24	0.279
287	28	0.116
288	2	0.202
288	8	0.022
288	19	0.774
289	0	0.008
289	1	0.009
289	2	0.023
289	3	0.007
289	4	0.677
289	5	0.008
289	6	0.013
289	7	0.009
289	8	0.009
289	9	0.014
289	10	0.010
289	11	0.011
289	12	0.011
289	13	0.008
289	14	0.009
289	15	0.006
289	16	0.007
289	17	0.007
289	18	0.010
289	19	0.015
289	20	0.009
289	21	0.018
289	22	0.018
289	23	0.008
289	24	0.020
289	25	0.015
289	26	0.008
289	27	0.013
289	28	0.014
289	29	0.007
290	0	0.068
290	18	0.532
290	24	0.328
290	25	0.066
291	19	0.634
291	20	0.073
291	24	0.228
291	25	0.060
292	22	0.311
292	24	0.562
292	25	0.124
293	2	0.321
293	20	0.062
293	24	0.602
293	26	0.014
294	1	0.403
294	2	0.041
294	5	0.018
294	7	0.012
294	21	0.260
294	24	0.190
294	27	0.074
295	2	0.296
295	11	0.311
295	14	0.162
295	19	0.041
295	20	0.158
295	27	0.023
296	14	0.666
296	18	0.158
296	24	0.173
297	9	0.584
297	21	0.411
298	24	0.980
299	2	0.053
299	6	0.207
299	18	0.284
299	20	0.043
299	27	0.391
299	28	0.018
300	8	0.055
300	17	0.052
300	18	0.307
300	21	0.168
300	28	0.413
301	8	0.291
301	19	0.291
301	24	0.252
301	25	0.159
302	2	0.568
302	6	0.025
302	11	0.146
302	22	0.024
302	23	0.092
302	24	0.079
302	25	0.047
302	29	0.017
303	2	0.285
303	12	0.069
303	25	0.644
304	2	0.034
304	3	0.215
304	23	0.062
304	25	0.687
305	6	0.123
305	9	0.226
305	12	0.059
305	21	0.565
305	27	0.025
306	21	0.446
306	24	0.505
306	25	0.043
307	6	0.046
307	19	0.124
307	25	0.343
307	27	0.482
308	5	0.029
308	17	0.498
308	19	0.096
308	25	0.375
309	9	0.588
309	11	0.150
309	24	0.252
310	2	0.045
310	8	0.065
310	19	0.164
310	21	0.676
310	24	0.048
311	9	0.015
311	12	0.033
311	17	0.338
311	18	0.094
311	20	0.044
311	21	0.210
311	22	0.224
311	23	0.041
312	0	0.080
312	11	0.029
312	20	0.244
312	21	0.478
312	24	0.119
312	28	0.047
313	2	0.206
313	11	0.062
313	19	0.052
313	21	0.451
313	24	0.012
313	27	0.216
314	4	0.022
314	7	0.022
314	21	0.951
315	11	0.071
315	18	0.204
315	22	0.689
315	24	0.029
316	2	0.263
316	6	0.247
316	10	0.056
316	17	0.025
316	19	0.021
316	21	0.216
316	23	0.025
316	25	0.059
316	28	0.086
317	1	0.029
317	2	0.094
317	11	0.107
317	19	0.018
317	21	0.054
317	24	0.270
317	25	0.422
318	1	0.328
318	2	0.088
318	9	0.123
318	21	0.009
318	22	0.013
318	23	0.034
318	25	0.340
318	27	0.062
319	8	0.037
319	20	0.228
319	22	0.060
319	24	0.491
319	25	0.180
320	6	0.049
320	8	0.299
320	19	0.223
320	20	0.230
320	23	0.097
320	25	0.099
321	1	0.008
321	4	0.187
321	15	0.006
321	17	0.015
321	21	0.735
321	24	0.045
322	2	0.050
322	14	0.111
322	19	0.144
322	24	0.252
322	25	0.441
323	1	0.016
323	2	0.059
323	19	0.482
323	20	0.198
323	25	0.241
324	19	0.726
324	21	0.027
324	24	0.245
325	9	0.110
325	21	0.878
326	1	0.055
326	2	0.436
326	22	0.205
326	25	0.299
327	0	0.079
327	2	0.012
327	4	0.766
327	11	0.088
327	19	0.032
327	24	0.022
328	14	0.295
328	27	0.699
329	0	0.067
329	2	0.032
329	11	0.078
329	13	0.043
329	14	0.067
329	19	0.193
329	27	0.519
330	7	0.301
330	11	0.276
330	14	0.124
330	24	0.030
330	28	0.260
331	6	0.229
331	7	0.179
331	24	0.008
331	25	0.104
331	26	0.475
332	7	0.710
332	11	0.045
332	22	0.240
333	14	0.471
333	25	0.527
334	2	0.173
334	21	0.780
334	24	0.045
335	2	0.261
335	19	0.464
335	20	0.253
335	29	0.021
336	1	0.697
336	26	0.300
337	0	0.010
337	4	0.220
